"","id","date","buffer","mean","sd"
"1",2,2018-04-26,5,172.842941230695,35.622714258451
"2",3,2018-04-26,5,166.04031264376,39.7948497176528
"3",1,2018-04-26,5,140.862226018733,39.9988393135556
"4",7,2018-04-26,5,163.289214587429,40.4797604074433
"5",8,2018-04-26,5,152.964376393112,46.3485774083182
"6",6,2018-04-26,5,186.865465641033,29.7770860356407
"7",4,2018-04-26,5,128.307589838814,51.1918212779101
"8",5,2018-04-26,5,151.632382315833,35.7643466034828
"9",2,2018-04-26,10,168.384229184763,37.1489768225466
"10",3,2018-04-26,10,167.639952959915,35.7145127201993
"11",1,2018-04-26,10,141.950534128566,40.3304324687353
"12",7,2018-04-26,10,158.099744763408,44.0697880345328
"13",8,2018-04-26,10,157.488551682974,43.7184276960977
"14",6,2018-04-26,10,173.185538895225,37.5181640255962
"15",4,2018-04-26,10,140.300650954444,53.7334905987197
"16",5,2018-04-26,10,161.927716081313,36.1746104606632
"17",2,2018-04-26,20,159.06491854902,41.7848233555541
"18",3,2018-04-26,20,162.594646398647,39.0282526813238
"19",1,2018-04-26,20,144.362467860288,42.4200787494142
"20",7,2018-04-26,20,159.464840936677,42.8724888170122
"21",8,2018-04-26,20,158.575877232806,42.8508709857505
"22",6,2018-04-26,20,166.646689295844,38.1534377095604
"23",4,2018-04-26,20,145.632477578078,49.0314453373207
"24",5,2018-04-26,20,162.755325894966,39.4445387849706
"25",2,2018-05-03,5,146.995580773613,57.8395868173575
"26",3,2018-05-03,5,190.215826694262,37.6017836671073
"27",1,2018-05-03,5,149.727412138021,45.9736344966519
"28",7,2018-05-03,5,152.279410439799,48.8106733715284
"29",8,2018-05-03,5,154.596067827828,56.4571842693681
"30",6,2018-05-03,5,162.565900949795,59.5821301478415
"31",4,2018-05-03,5,115.421764173769,72.6612360379662
"32",5,2018-05-03,5,158.202152099438,50.1816129800925
"33",2,2018-05-03,10,147.143478488537,57.2494311433481
"34",3,2018-05-03,10,171.501366995791,47.1178308817588
"35",1,2018-05-03,10,150.366056838553,45.6735483088263
"36",7,2018-05-03,10,152.167828690513,50.5737907989641
"37",8,2018-05-03,10,161.845705587116,55.4581945923429
"38",6,2018-05-03,10,148.846979093461,57.1394488310137
"39",4,2018-05-03,10,147.308299179736,63.9147681546464
"40",5,2018-05-03,10,141.965376184301,57.1752845742955
"41",2,2018-05-03,20,148.954252137207,53.0346681045127
"42",3,2018-05-03,20,171.016064717498,48.9258738176111
"43",1,2018-05-03,20,150.110749101418,45.6225335703357
"44",7,2018-05-03,20,154.533046197355,53.178385381867
"45",8,2018-05-03,20,154.445186923392,55.2309222963635
"46",6,2018-05-03,20,159.959650344743,51.7024821030046
"47",4,2018-05-03,20,150.137975938837,57.6877198082063
"48",5,2018-05-03,20,155.95315265209,54.8798719861428
"49",2,2018-05-07,5,178.150672989622,42.7196279225894
"50",3,2018-05-07,5,176.417260341768,39.5593189122059
"51",1,2018-05-07,5,161.959860531361,42.8822567568048
"52",7,2018-05-07,5,255,0
"53",8,2018-05-07,5,255,0
"54",6,2018-05-07,5,255,0
"55",4,2018-05-07,5,175.269135312624,45.0124714820816
"56",5,2018-05-07,5,197.208282613638,42.9696858467056
"57",2,2018-05-07,10,165.157056319275,46.827091175498
"58",3,2018-05-07,10,170.012195120809,42.0867548995937
"59",1,2018-05-07,10,159.906512446125,49.4615844978029
"60",7,2018-05-07,10,255,0
"61",8,2018-05-07,10,255,0
"62",6,2018-05-07,10,255,0
"63",4,2018-05-07,10,169.398841916315,45.9838063200057
"64",5,2018-05-07,10,215.86944139109,45.8127995757974
"65",2,2018-05-07,20,161.58242504538,50.8019073287789
"66",3,2018-05-07,20,168.900040025404,44.722481848231
"67",1,2018-05-07,20,158.384924887619,52.1133311569428
"68",7,2018-05-07,20,255,0
"69",8,2018-05-07,20,255,0
"70",6,2018-05-07,20,255,0
"71",4,2018-05-07,20,188.418154580599,54.622899152038
"72",5,2018-05-07,20,213.63165956259,51.01771725175
"73",2,2018-05-21,5,172.616933170041,42.7135779337616
"74",3,2018-05-21,5,161.182976980839,53.2662795110197
"75",1,2018-05-21,5,162.691832487987,37.6719688824537
"76",7,2018-05-21,5,149.997681718343,61.5971011702
"77",8,2018-05-21,5,165.896443236214,43.8403392597703
"78",6,2018-05-21,5,182.068279185919,50.7385556369254
"79",4,2018-05-21,5,140.974320734284,50.7752887830435
"80",5,2018-05-21,5,155.73313239175,52.7543313011801
"81",2,2018-05-21,10,169.290817637555,40.3767340174561
