SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
15,0521pace2e.JPG,5/21/2018 14:48,2018:05:20 09:43:53,2018:05:20 09:43:53,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9131032,0.784,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.92,2.78,4.27,3.81,3.8,5.02,4.38,16.92,5.21,4.16,4.18,5.44,4.71,14.76,28,0.82,0.92,0.91,0.92,0.93,0.971,,,,,,4.275,3.863,3.838,5.068,4.515,5.372,4.285,4.305,5.607,4.853,,,,,0.049,0.0454,0.0485,43.4,6.51,49.91,2.13,0.3,2.42,,,,,,,,,,
16,0521pace2n.JPG,5/21/2018 14:49,2018:05:20 09:42:58,2018:05:20 09:42:58,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8732289.2,0.75,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.97,2.73,4.23,4.07,3.76,4.04,3.74,19.44,4.86,4.69,4.46,5.14,4.7,14.76,31,0.87,0.87,0.84,0.79,0.8,0.814,,,,,,4.231,4.356,4.019,4.644,4.597,5.968,5.764,5.483,6.309,5.778,,,,,0.0338,0.0489,0.0358,43.4,6.51,49.91,1.47,0.32,1.78,,,,,,,,,,
17,0521pace2s.JPG,5/21/2018 14:49,2018:05:20 09:44:59,2018:05:20 09:44:59,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8605178.2,0.739,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.38,3.92,2.94,3.56,3.51,4.66,4.07,17.82,3.46,4.06,4,5.24,4.57,15.48,29,0.85,0.88,0.88,0.89,0.89,0.901,,,,,,3.031,3.844,3.728,4.952,4.518,3.847,4.511,4.445,5.824,5.076,,,,,0.0395,0.0621,0.0424,43.4,6.51,49.91,1.71,0.4,2.12,,,,,,,,,,
18,0521pace2w.JPG,5/21/2018 14:49,2018:05:20 09:45:45,2018:05:20 09:45:45,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9219949.6,0.792,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.55,3.36,3.77,3.7,3.63,5.01,4.27,17.46,4.56,4.61,4.42,5.86,5,13.5,31,0.83,0.8,0.82,0.86,0.86,0.898,,,,,,3.784,3.92,3.827,5.283,4.757,5.075,5.129,4.921,6.523,5.561,,,,,0.1147,0.0508,0.1064,43.4,6.51,49.91,4.98,0.33,5.31,,,,,,,,,,
19,0521pace3c.JPG,5/21/2018 14:49,2018:05:20 09:48:06,2018:05:20 09:48:06,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8675343.7,0.745,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.04,3.46,4.64,3.95,3.63,4.02,3.76,19.98,5.27,5.13,4.64,5.49,5.04,13.68,37,0.88,0.77,0.78,0.73,0.75,0.885,,,,,,4.642,4.146,3.801,4.298,4.254,5.958,5.8,5.241,6.2,5.693,,,,,0.0674,0.0611,0.0666,43.4,6.51,49.91,2.93,0.4,3.32,,,,,,,,,,
20,0521pace3e.JPG,5/21/2018 14:50,2018:05:20 09:49:30,2018:05:20 09:49:30,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8290423.3,0.712,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,7.05,4.95,3.44,3.39,3.51,4.71,4.19,21.06,5.61,4.67,4.66,6.01,5.28,12.6,35,0.61,0.73,0.75,0.78,0.79,0.965,,,,,,3.444,3.466,3.568,4.812,4.345,5.813,4.835,4.833,6.23,5.476,,,,,0.1721,0.08,0.1601,43.4,6.51,49.91,7.47,0.52,7.99,,,,,,,,,,
21,0521pace3n.JPG,5/21/2018 14:50,2018:05:20 09:48:44,2018:05:20 09:48:44,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8905586.9,0.765,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.23,3.65,4.15,3.89,3.73,4.81,4.31,16.74,5.48,4.57,4.49,5.67,5.04,13.5,34,0.76,0.85,0.83,0.85,0.86,0.911,,,,,,4.154,4.059,3.921,5.041,4.732,6.02,5.013,4.93,6.221,5.533,,,,,0.1376,0.0634,0.1279,43.4,6.51,49.91,5.97,0.41,6.38,,,,,,,,,,
22,0521pace3s.JPG,5/21/2018 14:50,2018:05:20 09:50:13,2018:05:20 09:50:13,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9619019.7,0.826,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.43,1.86,4.17,4.25,4.2,5.55,4.72,15.66,5.2,4.87,4.93,6.76,5.57,10.98,31,0.8,0.87,0.85,0.82,0.85,0.946,,,,,,4.166,4.364,4.3,5.755,4.988,5.496,5.145,5.213,7.145,5.89,,,,,0.0176,0.0278,0.019,43.4,6.51,49.91,0.77,0.18,0.95,,,,,,,,,,
23,0521pace3w.JPG,5/21/2018 14:50,2018:05:20 09:51:02,2018:05:20 09:51:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8789421.6,0.755,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.14,2.96,3.52,3.92,3.74,4.98,4.31,16.38,5.1,4.54,4.4,5.65,4.95,13.68,32,0.69,0.86,0.85,0.88,0.87,0.957,,,,,,3.525,4.003,3.814,5.098,4.505,5.328,4.739,4.594,5.902,5.17,,,,,0.0372,0.0492,0.0388,43.4,6.51,49.91,1.61,0.32,1.93,,,,,,,,,,
24,0521pace4c.JPG,5/21/2018 14:51,2018:05:20 09:54:52,2018:05:20 09:54:52,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9059528.2,0.778,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.42,2.74,3.03,3.81,3.82,5.44,4.48,15.48,3.6,4.14,4.29,5.94,4.93,13.68,30,0.84,0.92,0.89,0.92,0.91,0.975,,,,,,3.122,3.933,3.892,5.512,4.598,3.696,4.249,4.402,6.095,5.059,,,,,0.0362,0.0365,0.0362,43.4,6.51,49.91,1.57,0.24,1.81,,,,,,,,,,
25,0521pace4e.JPG,5/21/2018 14:51,2018:05:20 09:56:01,2018:05:20 09:56:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8761613.8,0.753,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.02,2.93,4.79,4.11,3.88,3.87,3.75,20.16,5.76,4.73,4.61,4.64,4.47,16.2,27,0.83,0.87,0.84,0.83,0.84,0.906,,,,,,4.79,4.321,4.012,4.066,4.141,6.358,5.217,5.083,5.123,4.931,,,,,0.0459,0.0571,0.0473,43.4,6.51,49.91,1.99,0.37,2.36,,,,,,,,,,
26,0521pace4n.JPG,5/21/2018 14:51,2018:05:20 09:55:28,2018:05:20 09:55:28,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8936876,0.768,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.76,2.74,3.68,4.09,3.84,5.08,4.4,16.02,4.55,4.72,4.64,6.09,5.22,12.78,33,0.81,0.87,0.83,0.83,0.84,0.93,,,,,,3.682,4.236,3.968,5.34,4.731,4.899,5.073,4.996,6.553,5.619,,,,,0.0156,0.0446,0.0193,43.4,6.51,49.91,0.68,0.29,0.97,,,,,,,,,,
27,0521pace4s.JPG,5/21/2018 14:51,2018:05:20 09:56:31,2018:05:20 09:56:31,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9257459.1,0.795,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.21,2.53,3.77,3.88,3.84,5.38,4.48,15.66,4,4.28,4.38,6.2,5.05,13.14,26,0.94,0.91,0.88,0.87,0.89,0.949,,,,,,3.766,4.016,3.98,5.601,4.722,4.212,4.508,4.618,6.537,5.324,,,,,0.0155,0.0358,0.0182,43.4,6.51,49.91,0.67,0.23,0.91,,,,,,,,,,
28,0521pace4w.JPG,5/21/2018 14:52,2018:05:20 09:57:03,2018:05:20 09:57:03,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9258505.8,0.795,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.54,2.62,4.35,3.87,3.81,5.26,4.42,15.84,5.57,4.6,4.73,6.6,5.42,11.88,32,0.78,0.84,0.81,0.8,0.82,0.935,,,,,,4.353,4.023,3.953,5.448,4.733,5.954,4.923,5.058,7.057,5.794,,,,,0.0702,0.04,0.0662,43.4,6.51,49.91,3.04,0.26,3.31,,,,,,,,,,
29,0521pace5c.JPG,5/21/2018 14:52,2018:05:20 09:59:27,2018:05:20 09:59:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9645549.3,0.829,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.44,1.67,5.96,4.66,4.38,5.59,4.83,14.04,6.56,5.4,5.09,6.31,5.53,11.7,35,0.91,0.86,0.86,0.88,0.87,0.976,,,,,,5.96,4.693,4.416,5.649,4.947,6.728,5.536,5.215,6.47,5.665,,,,,0.0082,0.0292,0.011,43.4,6.51,49.91,0.36,0.19,0.55,,,,,,,,,,
30,0521pace5e.JPG,5/21/2018 14:52,2018:05:20 10:00:31,2018:05:20 10:00:31,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10277683.8,0.883,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,11:07,1,0,pace8,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.28,0.95,4.57,5.31,4.93,6.66,5.55,11.52,5.57,5.78,5.44,7.29,6.01,9.9,28,0.82,0.92,0.91,0.91,0.92,0.968,,,,,,4.572,5.403,5.02,6.817,5.733,5.75,5.966,5.622,7.525,6.211,,,,,0.0156,0.0146,0.0155,43.4,6.51,49.91,0.68,0.1,0.77,,,,,,,,,,
