SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
2,0510pace2e.JPG,5/21/2018 14:18,2018:05:09 10:09:15,2018:05:09 10:09:15,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7939620.1,0.682,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:09,1,0,pace2,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.86,4.96,2.83,3.35,3.38,3.85,3.68,22.14,3.36,3.71,3.73,4.75,4.26,17.1,29,0.84,0.9,0.91,0.81,0.86,0.898,,,,,,2.832,3.516,3.541,4.106,4.102,3.739,4.128,4.155,5.294,4.745,,,,,0.0696,0.0809,0.0711,43.4,6.51,49.91,3.02,0.53,3.55,,,,,,,,,,
2,0510pace2n.JPG,5/21/2018 14:18,2018:05:09 10:08:34,2018:05:09 10:08:34,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8325061.6,0.715,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:08,1,0,pace2,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.02,4.11,3.15,3.53,3.43,4.47,3.94,18.54,3.41,3.84,3.91,4.92,4.4,16.38,29,0.92,0.92,0.88,0.91,0.89,0.941,,,,,,3.148,3.631,3.519,4.6,4.186,3.627,4.08,4.153,5.222,4.678,,,,,0.083,0.0716,0.0815,43.4,6.51,49.91,3.6,0.47,4.07,,,,,,,,,,
2,0510pace2s.JPG,5/21/2018 14:19,2018:05:09 10:10:18,2018:05:09 10:10:18,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10278525.3,0.883,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:10,1,0,pace2,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.85,1.38,4.95,4.53,4.34,5.88,4.88,13.68,5.55,5,4.99,6.6,5.5,11.52,28,0.89,0.91,0.87,0.89,0.89,0.991,,,,,,4.952,4.555,4.353,5.918,4.923,5.604,5.046,5.031,6.657,5.552,,,,,0.0216,0.0209,0.0215,43.4,6.51,49.91,0.94,0.14,1.07,,,,,,,,,,
3,0510pace3c.JPG,5/21/2018 14:20,2018:05:09 10:14:24,2018:05:09 10:14:24,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8142908.5,0.699,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:14,1,0,pace3,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.02,4.47,4.41,3.99,3.62,3.49,3.56,21.96,5.58,4.55,4.24,4.17,4.18,18,26,0.79,0.88,0.85,0.84,0.85,0.811,,,,,,4.408,4.266,3.854,3.903,4.386,6.881,5.612,5.233,5.141,5.154,,,,,0.0833,0.0835,0.0834,43.4,6.51,49.91,3.62,0.54,4.16,,,,,,,,,,
3,0510pace3e.JPG,5/21/2018 14:20,2018:05:09 10:16:51,2018:05:09 10:16:51,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,2000,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7504189.4,0.645,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:16,1,0,pace3,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,7.54,4.83,5.63,4.2,4,3.97,4.13,18.54,6.69,5.07,4.54,5.01,4.87,14.58,39,0.84,0.83,0.88,0.79,0.85,0.857,,,,,,5.634,4.347,4.122,4.209,4.815,7.802,5.918,5.297,5.846,5.678,,,,,0.119,0.0956,0.116,43.4,6.51,49.91,5.17,0.62,5.79,,,,,,,,,,
3,0510pace3n.JPG,5/21/2018 14:21,2018:05:09 10:15:19,2018:05:09 10:15:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9065317.7,0.779,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:15,1,0,pace3,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,3.87,2.65,4.52,4.11,3.9,5,4.41,16.2,5.52,4.62,4.53,5.78,5.06,13.32,34,0.82,0.89,0.86,0.87,0.87,0.861,,,,,,4.515,4.405,4.167,5.411,5.122,6.418,5.364,5.259,6.716,5.883,,,,,0.0832,0.0462,0.0783,43.4,6.51,49.91,3.61,0.3,3.91,,,,,,,,,,
3,0510pace3s.JPG,5/21/2018 14:21,2018:05:09 10:17:42,2018:05:09 10:17:42,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8501510.8,0.73,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:17,1,0,pace3,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.2,4.63,3.59,3.42,3.31,3.56,3.4,23.04,3.99,3.76,3.82,4.57,4.14,17.64,24,0.9,0.91,0.87,0.78,0.82,0.977,,,,,,3.591,3.453,3.341,3.631,3.473,4.083,3.846,3.904,4.674,4.234,,,,,0.0797,0.0762,0.0792,43.4,6.51,49.91,3.46,0.5,3.95,,,,,,,,,,
3,0510pace3w.JPG,5/21/2018 14:22,2018:05:09 10:18:47,2018:05:09 10:18:47,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7663852.1,0.658,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:18,1,0,pace3,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,7.97,5.55,2.96,3.43,3.3,3.4,3.4,23.4,3.81,3.79,3.74,4.26,4.05,18.54,29,0.78,0.9,0.88,0.8,0.84,0.97,,,,,,2.959,3.456,3.325,3.449,3.505,3.931,3.912,3.858,4.389,4.177,,,,,0.0963,0.099,0.0966,43.4,6.51,49.91,4.18,0.64,4.82,,,,,,,,,,
4,0510pace4c.JPG,5/21/2018 14:22,2018:05:09 10:23:37,2018:05:09 10:23:37,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8456083.7,0.726,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:23,1,0,pace4,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,6.18,5.22,2.58,3.11,3.09,3.45,3.1,24.48,3.55,3.36,3.5,3.85,3.55,21.42,21,0.73,0.93,0.88,0.89,0.87,0.954,,,,,,2.672,3.215,3.312,5.88,3.25,3.716,3.524,3.662,4.036,3.715,,,,,0.0748,0.0754,0.0749,43.4,6.51,49.91,3.25,0.49,3.74,,,,,,,,,,
4,0510pace4e.JPG,5/21/2018 14:23,2018:05:09 10:25:27,2018:05:09 10:25:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8315708.7,0.714,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:25,1,0,pace4,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.51,3.04,5.22,4.35,4.09,4,3.99,19.08,6.12,4.91,4.76,4.93,4.73,14.94,28,0.85,0.89,0.86,0.81,0.84,0.844,,,,,,5.221,4.559,4.244,4.347,4.727,7.249,5.822,5.637,5.839,5.607,,,,,0.0196,0.0619,0.0251,43.4,6.51,49.91,0.85,0.4,1.25,,,,,,,,,,
4,0510pace4n.JPG,5/21/2018 14:23,2018:05:09 10:24:25,2018:05:09 10:24:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8727578.8,0.75,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:24,1,0,pace4,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.61,3.19,4.66,3.84,3.69,4.82,4.22,17.1,5.24,4.3,4.28,5.56,4.84,14.22,29,0.89,0.89,0.86,0.87,0.87,0.903,,,,,,4.658,4.017,3.866,5.116,4.675,5.802,4.759,4.74,6.153,5.361,,,,,0.1253,0.0562,0.1163,43.4,6.51,49.91,5.44,0.37,5.8,,,,,,,,,,
4,0510pace4s.JPG,5/21/2018 14:24,2018:05:09 10:26:03,2018:05:09 10:26:03,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8887315.1,0.763,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:26,1,0,pace4,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,4.66,3.55,3.72,3.46,3.41,4.77,3.97,18,4.09,3.94,4.05,5.69,4.69,14.58,29,0.91,0.88,0.84,0.84,0.85,0.953,,,,,,3.724,3.555,3.508,4.948,4.165,4.291,4.13,4.25,5.965,4.92,,,,,0.0839,0.0529,0.0799,43.4,6.51,49.91,3.64,0.34,3.99,,,,,,,,,,
4,0510pace4w.JPG,5/21/2018 14:24,2018:05:09 10:26:50,2018:05:09 10:26:50,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,500,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8760677.3,0.753,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:26,1,0,pace4,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,5.12,3.64,3.73,3.63,3.55,4.85,4.16,17.28,4.32,4.2,4.23,5.82,4.9,13.86,29,0.86,0.86,0.84,0.83,0.85,0.951,,,,,,3.729,3.714,3.615,4.962,4.379,4.538,4.415,4.448,6.12,5.148,,,,,0.0889,0.0585,0.0849,43.4,6.51,49.91,3.86,0.38,4.24,,,,,,,,,,
5,0510pace5c.JPG,5/21/2018 14:25,2018:05:09 10:34:33,2018:05:09 10:34:33,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9389858.8,0.807,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:34,1,0,pace5,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.92,1.96,5.06,4.54,4.3,5.39,4.78,14.76,6.34,5.21,4.91,6.11,5.4,12.24,32,0.8,0.87,0.88,0.88,0.89,0.955,,,,,,5.059,4.603,4.352,5.502,5.008,6.643,5.453,5.141,6.398,5.655,,,,,0.036,0.0353,0.0359,43.4,6.51,49.91,1.56,0.23,1.79,,,,,,,,,,
5,0510pace5e.JPG,5/21/2018 14:25,2018:05:09 10:36:16,2018:05:09 10:36:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,500,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),10439677.5,0.897,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:36,1,0,pace5,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,1.39,0.95,5.62,5.57,4.99,6.21,5.46,12.42,7.16,6.3,5.79,7.28,6.22,9.54,33,0.78,0.88,0.86,0.85,0.88,0.952,,,,,,5.623,5.652,5.078,6.417,5.739,7.523,6.62,6.079,7.647,6.53,,,,,0.0446,0.017,0.041,43.4,6.51,49.91,1.93,0.11,2.05,,,,,,,,,,
5,0510pace5n.JPG,5/21/2018 14:26,2018:05:09 10:35:21,2018:05:09 10:35:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,Sony6000-6405735 DSLRCompact-2571,90,Lens.Cal Regent DSLR Compact,1925.00 2989.00 2005.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9316950.3,0.8,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_color_set_one.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,10:35,1,0,pace5,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,2.53,1.65,5.05,4.89,4.48,5.48,4.85,14.04,6.09,5.54,5.33,6.55,5.71,11.16,37,0.83,0.88,0.84,0.84,0.85,0.881,,,,,,5.047,5.025,4.611,5.773,5.503,6.921,6.292,6.047,7.442,6.48,,,,,0.0467,0.0321,0.0448,43.4,6.51,49.91,2.03,0.21,2.24,,,,,,,,,,
