SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
2,0426pace2e.JPG,5/1/2018 11:05,2014:01:01 00:27:42,2014:01:01 00:27:42,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3204.00 1964.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-546784.9,-0.12,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:27,1,0,pace2e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,46.46,47.64,0.78,0.74,0.65,0.79,0.67,10.44,0.89,0.85,0.78,0.93,0.79,10.62,0,0.87,0.87,0.84,0.85,0.85,0.912,,,,,,0.825,0.802,0.705,0.874,0.735,0.976,0.937,0.85,1.017,0.869,,,,,0.4482,0.5417,0.4604,43.4,6.51,49.91,19.45,3.53,22.98,,,,,,,,,,
2,0426pace2n.JPG,5/1/2018 11:05,2014:01:01 00:26:31,2014:01:01 00:26:31,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 2836.00 2008.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-406116.9,-0.089,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:26,1,0,pace2n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,42.07,42.79,0.89,0.91,0.8,1.08,0.86,4.5,0.94,1.01,0.92,1.31,1.01,2.52,0,0.94,0.9,0.87,0.83,0.85,0.895,,,,,,0.997,1.028,0.913,1.249,0.964,1.054,1.128,1.031,1.457,1.132,,,,,0.4387,0.4651,0.4422,43.4,6.51,49.91,19.04,3.03,22.07,,,,,,,,,,
2,0426pace2s.JPG,5/1/2018 11:06,2014:01:01 00:29:05,2014:01:01 00:29:05,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3056.00 2096.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-200410,-0.044,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:29,1,0,pace2s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,40.25,41.5,0.88,0.91,0.78,0.82,0.75,9.36,1.17,1.14,1,1.01,0.96,9.54,0,0.75,0.8,0.78,0.81,0.79,0.891,,,,,,0.928,0.981,0.848,0.92,0.841,1.308,1.284,1.118,1.135,1.072,,,,,0.6392,0.4952,0.6204,43.4,6.51,49.91,27.74,3.22,30.96,,,,,,,,,,
2,0426pace2c.JPG,5/1/2018 11:06,2014:01:01 00:24:26,2014:01:01 00:24:26,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 2732.00 1916.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-950713.9,-0.209,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:24,1,0,pace2c2,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,55.13,55.89,0.59,0.59,0.53,0.63,0.52,11.88,0.67,0.66,0.61,0.73,0.6,10.62,0,0.88,0.89,0.87,0.87,0.87,0.911,,,,,,0.675,0.656,0.593,0.712,0.571,0.735,0.728,0.674,0.804,0.656,,,,,0.4526,0.5939,0.4711,43.4,6.51,49.91,19.64,3.87,23.51,,,,,,,,,,
3,0426pace3c.JPG,5/1/2018 11:07,2014:01:01 00:35:10,2014:01:01 00:35:10,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3068.00 2264.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-867435.5,-0.191,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:35,1,0,pace3c,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,51.35,52.76,0.84,0.63,0.54,0.56,0.52,13.14,0.92,0.68,0.6,0.62,0.57,13.68,0,0.91,0.92,0.9,0.9,0.9,0.812,,,,,,1.009,0.743,0.689,1.304,0.637,1.136,0.84,0.743,0.759,0.705,,,,,0.5912,0.6118,0.5939,43.4,6.51,49.91,25.66,3.98,29.64,,,,,,,,,,
3,0426pace3n.JPG,5/1/2018 11:09,2014:01:01 00:36:57,2014:01:01 00:36:57,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3048.00 2248.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-105589.4,-0.023,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:36,1,0,pace3e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,38.79,39.9,0.94,0.92,0.82,0.99,0.83,10.62,1.16,1.05,0.95,1.12,0.95,11.52,0,0.81,0.87,0.86,0.88,0.87,0.927,,,,,,1.007,0.989,0.88,1.069,0.897,1.256,1.136,1.024,1.212,1.03,,,,,0.5351,0.4581,0.525,43.4,6.51,49.91,23.22,2.98,26.2,,,,,,,,,,
3,0426pace3s.JPG,5/1/2018 11:10,2014:01:01 00:40:35,2014:01:01 00:40:35,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3360.00 2084.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-362317.8,-0.08,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:40,1,0,pace3s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,39.74,39.9,0.63,1.02,0.96,1.46,1.06,3.96,0.71,1.12,1.09,1.7,1.22,1.44,0,0.88,0.91,0.88,0.86,0.87,0.951,,,,,,0.664,1.076,1.011,1.513,1.119,0.748,1.178,1.149,1.782,1.28,,,,,0.2736,0.3869,0.2884,43.4,6.51,49.91,11.88,2.52,14.39,,,,,,,,,,
3,0426pace3n.JPG,5/1/2018 11:10,2014:01:01 00:36:57,2014:01:01 00:36:57,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3076.00 2256.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-89148.4,-0.02,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:36,1,0,pace3n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,38.51,39.58,0.92,0.93,0.83,1.02,0.86,9.72,1.16,1.05,0.96,1.17,0.98,10.98,0,0.79,0.88,0.86,0.88,0.87,0.953,,,,,,0.973,0.978,0.874,1.069,0.899,1.22,1.103,1.008,1.223,1.028,,,,,0.5367,0.4519,0.5257,43.4,6.51,49.91,23.29,2.94,26.23,,,,,,,,,,
3,0426pace3w.JPG,5/1/2018 11:10,2014:01:01 00:42:39,2014:01:01 00:42:39,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 3248.00 1868.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-292949.7,-0.064,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:42,1,0,pace3w,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,37.65,38.48,1.2,1.01,0.88,1.13,0.93,6.12,1.24,1.09,0.98,1.28,1.04,6.84,0,0.96,0.92,0.9,0.88,0.89,0.944,,,,,,1.244,1.075,0.937,1.193,0.983,1.318,1.152,1.04,1.359,1.105,,,,,0.4904,0.4296,0.4825,43.4,6.51,49.91,21.28,2.8,24.08,,,,,,,,,,
4,0426pace4c.JPG,5/1/2018 11:11,2014:01:01 00:55:16,2014:01:01 00:55:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 2852.00 1712.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),738893,0.163,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:55,1,0,pace4c,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,23.42,24.03,1.51,1.5,1.34,1.63,1.34,6.84,1.9,1.77,1.61,1.95,1.61,7.38,0,0.8,0.85,0.83,0.83,0.83,0.948,,,,,,1.59,1.591,1.409,1.714,1.417,1.999,1.87,1.699,2.058,1.697,,,,,0.3664,0.2752,0.3545,43.4,6.51,49.91,15.9,1.79,17.69,,,,,,,,,,
4,0426pace4e.JPG,5/1/2018 11:12,2014:01:01 00:59:11,2014:01:01 00:59:11,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,800,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 2688.00 2344.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),780268.7,0.172,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:59,1,0,pace4e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,21.46,22.15,1.82,1.63,1.41,1.6,1.37,7.02,2.31,1.99,1.8,2.29,1.82,5.4,0,0.79,0.82,0.78,0.7,0.75,0.796,,,,,,1.983,1.944,1.693,2.149,1.717,2.903,2.498,2.259,2.877,2.282,,,,,0.2075,0.2669,0.2152,43.4,6.51,49.91,9,1.74,10.74,,,,,,,,,,
4,0426pace4n.JPG,5/1/2018 11:13,2014:01:01 00:56:50,2014:01:01 00:56:50,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1203.00 2932.00 1548.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),414932.4,0.091,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,0:56,1,0,pace4n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,25.09,24.73,1.21,1.69,1.52,2.24,1.61,1.44,1.54,2.06,1.95,2.7,2.08,1.44,1,0.79,0.82,0.78,0.83,0.77,0.902,,,,,,1.369,1.847,1.651,2.36,1.783,1.703,2.282,2.158,2.993,2.306,,,,,0.2076,0.2209,0.2094,43.4,6.51,49.91,9.01,1.44,10.45,,,,,,,,,,
4,0426pace4s.JPG,5/1/2018 11:14,2014:01:01 01:00:18,2014:01:01 01:00:18,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,640,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,863.00 2988.00 2616.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),282905.4,0.121,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:00,1,0,pace4s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,27.69,29.6,1.58,1.3,1.08,0.99,1,12.78,1.8,1.55,1.38,1.28,1.26,11.88,0,0.87,0.84,0.78,0.77,0.79,0.68,,,,,,1.634,1.594,1.357,1.43,1.476,2.649,2.283,2.027,1.877,1.858,,,,,0.3661,0.4231,0.3735,43.4,6.51,49.91,15.89,2.75,18.64,,,,,,,,,,
4,0426pace4w.JPG,5/1/2018 11:15,2014:01:01 01:01:42,2014:01:01 01:01:42,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1000.00 2940.00 1672.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),857680.3,0.273,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:01,1,0,pace4w,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,12.79,12.09,2.16,2.93,2.7,3.77,2.62,1.44,3.02,3.38,3.21,4.39,3.12,1.44,0,0.71,0.87,0.84,0.86,0.84,0.885,,,,,,2.561,3.145,2.854,4.027,2.962,3.408,3.821,3.628,4.962,3.527,,,,,0.0612,0.0779,0.0634,43.4,6.51,49.91,2.66,0.51,3.16,,,,,,,,,,
5,0426pace5c.JPG,5/1/2018 11:16,2014:01:01 01:14:01,2014:01:01 01:14:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1075.00 2976.00 2236.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),434017.5,0.12,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:14,1,0,pace5c,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,23.57,23.97,1.53,1.68,1.55,2.97,2.03,1.44,1.54,1.94,1.86,3.59,2.43,1.44,6,1,0.87,0.83,0.83,0.84,0.895,,,,,,1.534,1.845,1.692,3.136,2.27,1.722,2.169,2.082,4.011,2.712,,,,,0.1616,0.2594,0.1743,43.4,6.51,49.91,7.01,1.69,8.7,,,,,,,,,,
5,0426pace5c.JPG,5/1/2018 11:17,2014:01:01 01:14:01,2014:01:01 01:14:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1075.00 2920.00 2292.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),438107.4,0.121,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:14,1,0,pace5c2,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,23.22,23.64,1.6,1.68,1.55,2.56,1.83,1.44,1.66,1.95,1.9,3.32,2.3,1.44,3,0.97,0.86,0.82,0.77,0.8,0.897,,,,,,1.633,1.834,1.696,2.711,2.044,1.849,2.171,2.113,3.695,2.563,,,,,0.1511,0.2528,0.1644,43.4,6.51,49.91,6.56,1.65,8.2,,,,,,,,,,
