SCANOPY,2017a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo#,FileName,Analysis Date Time,Acquisition Date Time,Modified Date Time,ImageSize H V PxSizeH PxSizeV,Edited Sharpened ChromAberRemoval_RGB,Camera Make Model Software,LensFocLength [Equiv. 35mm],Aperture,ExposureTime,Camera ISO Metering,Camera Exposure Prog. Bias Mode,Camera Gain Contrast Saturation Sharpness,UserCameraModel-SN LensModel-SN,FOVMax,LensType LensCalCoef[0 to 9],HemiRadiusCentreHV/CoverExtCoef,GapSizeDist Method Params,Bonhom ViewAng Span,LAI2000 NRing PathLengthSubs,LAISphereProjCoef LAIUsedForG(z),NSky NZen NOrien[Orig] ZenMin ZenMax DifRadModel,GapFrZeroSubs PxOrGap,ZenithRingsRange,NofMask,RadiationUnits,TimeZone,MinutesInterval,GrowSeasActive Begin End DayInt,SubstDirRad DiffRad,NDVI-ClrIndex Definition,NDVI_IndexTotal,NDVI_IndexAvg,NDVI_IndexMin,NDVI_IndexMax,,,,SolarConstant PARToRadRatio DiffRadToDirRadRatio AtmTrans SunSizeMeth,Channel NBits,PxClassifMeth PxClassifModif,FieldTripDate,FieldTripSite,FieldTripOpAssist,AcquisitionTime,MemoryCard,CameraHeight,Plot,SkyCond,Analyst,Comment,Slope Aspect,NorthRef Declination[Negative=W],Orientation,Latitude[<0=S],Longitude[<0=W],Altitude,CrownProjArea(CPA),GapFraction,Openness,LAI(Bonhom)-Lin,LAI(2000)-Lin,LAI(2000G)-Lin,LAI(Sphere)-Lin,LAI(Ellips)-Lin,MeanLeafAngle-Lin,LAI(Bonhom)-Log,LAI(2000)-Log,LAI(2000G)-Log,LAI(Sphere)-Log,LAI(Ellips)-Log,MeanLeafAngle-Log,NofZeroGapFrRgn,CI(Bonhom),CI(2000),CI(2000G),CI(Sphere),CI(Ellips),CI(GSD),CrownCoverRatio,FoliageCoverRatio,CrownPorosity,LAIAtZenViewAngle,LAIBeerLambert,LAI(Bonhom)-Lin CICorr,LAI(2000)-Lin CICorr,LAI(2000G)-Lin CICorr,LAI(Sphere)-Lin CICorr,LAI(Ellips)-Lin CICorr,LAI(Bonhom)-Log CICorr,LAI(2000)-Log CICorr,LAI(2000G)-Log CICorr,LAI(Sphere)-Log CICorr,LAI(Ellips)-Log CICorr,SilhouetteArea(SA)/FoliageA,CrownArea(CA)/TotGapA,FrameArea(PFA)/ImageA,LAI IsolTree/FoliageCover,DirectSiteFactor,IndirectSiteFactor,TotalSiteFactor,PPFDDirectOverPerDay[MJorMol/m2day],PPFDDiffuseOverPerDay[MJorMol/m2day],PPFDTotalOverPerDay[MJorMol/m2day],PPFDDirectUnderPerDay[MJorMol/m2day],PPFDDiffuseUnderPerDay[MJorMol/m2day],PPFDTotalUnderPerDay[MJorMol/m2day],GapRgnArea,GapRgnZen,GapRgnAz,GapRgnHeight,GapRgnGapFrac,GapRgnDirRadOver,GapRgnDirRadUnder,GapRgnDifRadOver,GapRgnDifRadUnder,...
5,0426pace5e.JPG,5/1/2018 11:19,2014:01:01 01:15:20,2014:01:01 01:15:20,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1128.00 3208.00 2228.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),709630.3,0.178,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:15,1,0,pace5e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,22.45,22.42,1.89,1.74,1.51,2.06,1.57,1.44,2.38,2.26,2.07,2.81,2.1,1.44,0,0.79,0.77,0.73,0.73,0.75,0.913,,,,,,2.287,1.983,1.728,2.266,1.718,2.61,2.474,2.263,3.078,2.298,,,,,0.1019,0.2227,0.1176,43.4,6.51,49.91,4.42,1.45,5.87,,,,,,,,,,
5,0426pace5s.JPG,5/1/2018 11:21,2014:01:01 01:16:19,2014:01:01 01:16:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1128.00 2484.00 1956.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),405704.1,0.101,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:16,1,0,pace5s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,25.7,26.77,1.83,1.38,1.21,1.3,1.15,9.54,2.3,1.64,1.48,1.55,1.4,10.08,0,0.8,0.84,0.81,0.84,0.82,0.984,,,,,,1.907,1.413,1.23,1.318,1.17,2.339,1.668,1.507,1.573,1.426,,,,,0.3678,0.3373,0.3638,43.4,6.51,49.91,15.96,2.2,18.16,,,,,,,,,,
5,0426pace5n.JPG,5/1/2018 11:21,2014:01:01 01:14:21,2014:01:01 01:14:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1128.00 2968.00 2276.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),487559.9,0.122,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:14,1,0,pace5n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,22.74,23.26,1.47,1.67,1.53,2.62,1.88,1.44,1.51,1.94,1.87,3.48,2.39,1.44,6,0.97,0.86,0.82,0.75,0.78,0.902,,,,,,1.469,1.826,1.664,2.767,2.078,1.675,2.144,2.074,3.854,2.65,,,,,0.1518,0.2556,0.1653,43.4,6.51,49.91,6.59,1.66,8.25,,,,,,,,,,
5,0426pace5w.JPG,5/1/2018 11:22,2014:01:01 01:17:41,2014:01:01 01:17:41,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1076.00 2676.00 2148.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),297902.8,0.082,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:17,1,0,pace5w,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,29.85,30.47,1.31,1.3,1.15,1.18,1.04,6.48,1.62,1.56,1.44,1.46,1.29,7.2,0,0.81,0.83,0.8,0.81,0.8,0.948,,,,,,1.385,1.336,1.178,1.21,1.093,1.704,1.644,1.524,1.537,1.365,,,,,0.3503,0.3508,0.3503,43.4,6.51,49.91,15.2,2.28,17.48,,,,,,,,,,
6,0426pace6c.JPG,5/1/2018 11:23,2014:01:01 01:48:07,2014:01:01 01:48:07,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1000,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1076.00 2524.00 1888.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-710198.9,-0.195,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:48,1,0,pace6c,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,54.04,56.51,0.6,0.52,0.43,0.38,0.41,22.5,0.69,0.57,0.47,0.41,0.45,23.4,0,0.87,0.91,0.91,0.92,0.9,0.92,,,,,,0.617,0.54,0.445,0.403,0.442,0.747,0.621,0.514,0.445,0.489,,,,,0.7374,0.7131,0.7342,43.4,6.51,49.91,32,4.64,36.64,,,,,,,,,,
6,0426pace6e.JPG,5/1/2018 11:24,2014:01:01 01:55:12,2014:01:01 01:55:12,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1076.00 2464.00 2092.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-124554.7,-0.034,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:55,1,0,pace6e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,35.51,37.47,0.99,1,0.83,0.79,0.78,15.3,1.26,1.22,1.04,1,0.99,14.22,0,0.79,0.82,0.8,0.79,0.79,0.731,,,,,,1.213,1.216,1.03,1.087,1.07,1.725,1.663,1.425,1.363,1.349,,,,,0.6348,0.4958,0.6167,43.4,6.51,49.91,27.55,3.23,30.78,,,,,,,,,,
6,0426pace6n.JPG,5/1/2018 11:24,2014:01:01 01:54:03,2014:01:01 01:54:03,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1076.00 2588.00 2284.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-261606.6,-0.072,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:54,1,0,pace6n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,33.23,34.1,1.03,1.12,1.01,1.45,1.13,7.38,1.19,1.39,1.37,2.04,1.52,8.28,1,0.87,0.81,0.74,0.71,0.75,0.95,,,,,,1.126,1.189,1.068,1.514,1.19,1.252,1.466,1.438,2.151,1.595,,,,,0.2001,0.3788,0.2234,43.4,6.51,49.91,8.68,2.47,11.15,,,,,,,,,,
6,0426pace6s.JPG,5/1/2018 11:25,2014:01:01 01:56:23,2014:01:01 01:56:23,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1076.00 2616.00 1956.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),1061721.9,0.292,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:56,1,0,pace6s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,12.24,11.92,2.39,2.64,2.43,4.26,2.87,1.44,2.75,3.15,3.06,5.27,3.52,1.44,11,0.87,0.84,0.79,0.81,0.82,0.987,,,,,,2.392,2.651,2.443,4.265,2.91,2.788,3.192,3.099,5.334,3.563,,,,,0.0732,0.0978,0.0764,43.4,6.51,49.91,3.18,0.64,3.81,,,,,,,,,,
6,0426pace6w.JPG,5/1/2018 11:25,2014:01:01 01:58:25,2014:01:01 01:58:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 2324.00 1892.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),-370579.5,-0.112,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,1:58,1,0,pace6w,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,37.07,38.71,0.96,0.94,0.81,0.88,0.81,12.6,1.15,1.15,1.03,1.07,1.02,17.1,0,0.83,0.81,0.79,0.82,0.79,0.948,,,,,,1.014,0.999,0.861,0.93,0.852,1.215,1.217,1.083,1.128,1.073,,,,,0.595,0.4833,0.5804,43.4,6.51,49.91,25.82,3.15,28.97,,,,,,,,,,
7,0426pace7c.JPG,5/1/2018 11:27,2014:01:01 02:04:25,2014:01:01 02:04:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1250,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3308.00 2248.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),211107.8,0.064,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:04,1,0,pace7c,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,25.41,26.41,1.74,1.44,1.23,1.35,1.19,8.1,1.88,1.68,1.53,1.67,1.5,11.34,0,0.93,0.85,0.81,0.81,0.8,0.872,,,,,,1.744,1.56,1.353,1.607,1.366,2.156,1.925,1.75,1.915,1.716,,,,,0.2741,0.3316,0.2816,43.4,6.51,49.91,11.9,2.16,14.06,,,,,,,,,,
7,0426pace7e.JPG,5/1/2018 11:27,2014:01:01 02:07:18,2014:01:01 02:07:18,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 2596.00 1472.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),292635.9,0.088,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:07,1,0,pace7e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,22.46,22.58,1.54,1.67,1.51,1.88,1.47,4.5,3.19,2.37,2.28,2.64,2.18,1.98,2,0.48,0.71,0.66,0.71,0.68,0.892,,,,,,1.812,1.918,1.724,2.075,1.65,3.573,2.659,2.56,2.958,2.44,,,,,0.2291,0.2261,0.2287,43.4,6.51,49.91,9.94,1.47,11.41,,,,,,,,,,
7,0426pace7n.JPG,5/1/2018 11:28,2014:01:01 02:05:19,2014:01:01 02:05:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3308.00 2324.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),124537.8,0.038,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:05,1,0,pace7n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,25.45,26.04,1.9,1.46,1.29,1.42,1.22,6.12,2.09,1.65,1.53,1.72,1.48,8.1,0,0.91,0.88,0.84,0.83,0.83,0.855,,,,,,2.035,1.63,1.433,1.639,1.424,2.443,1.932,1.786,2.014,1.726,,,,,0.3331,0.3027,0.3291,43.4,6.51,49.91,14.46,1.97,16.43,,,,,,,,,,
7,0426pace7s.JPG,5/1/2018 11:28,2014:01:01 02:08:33,2014:01:01 02:08:33,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3452.00 2068.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),269511.4,0.081,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:08,1,0,pace7s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,23.77,24.43,1.63,1.48,1.32,1.58,1.31,7.2,2.01,2.16,2.05,2.48,2.02,7.56,0,0.81,0.69,0.64,0.64,0.65,0.795,,,,,,1.91,1.851,1.662,2.116,1.653,2.526,2.718,2.574,3.113,2.541,,,,,0.3579,0.2812,0.3479,43.4,6.51,49.91,15.53,1.83,17.36,,,,,,,,,,
7,0426pace7w.JPG,5/1/2018 11:28,2014:01:01 02:09:36,2014:01:01 02:09:36,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3068.00 2272.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),631319.7,0.19,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:09,1,0,pace7e,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,17.79,17.72,1.89,2.01,1.77,2.28,1.76,1.62,2.96,3.14,2.94,4.02,2.95,1.44,6,0.64,0.64,0.6,0.57,0.6,0.939,,,,,,2.111,2.174,1.905,2.415,1.876,3.148,3.345,3.135,4.285,3.14,,,,,0.0575,0.1707,0.0722,43.4,6.51,49.91,2.49,1.11,3.6,,,,,,,,,,
7,0426pace7n.JPG,5/1/2018 11:29,2014:01:01 02:05:19,2014:01:01 02:05:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3712.00 1976.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),349988.4,0.105,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:05,1,0,pace7n,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,19.42,19.52,2.36,1.94,1.66,2.06,1.64,1.44,2.68,2.34,2.15,2.65,2.14,2.16,0,0.88,0.83,0.77,0.78,0.77,0.901,,,,,,2.361,2.114,1.842,2.251,1.825,2.975,2.601,2.391,2.941,2.379,,,,,0.2179,0.2059,0.2163,43.4,6.51,49.91,9.46,1.34,10.8,,,,,,,,,,
7,0426pace7s.JPG,5/1/2018 11:29,2014:01:01 02:08:33,2014:01:01 02:08:33,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,1600,100 CenterWeighted,AperturePriority -0.3 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Interactive Linear,1028.00 3432.00 2236.00,Y Chen 1.0 Fmr<Fm Y LAIInc< Y 0.010,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),214775.8,0.065,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR pace_estate.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,2:08,1,0,pace7s,Sunny,_,_,0.00-0.00,M 0.0,0,37.9,-78.3,0,1,25.15,26.1,1.39,1.36,1.22,1.55,1.29,8.46,1.75,1.85,1.79,2.24,1.88,10.98,0,0.79,0.74,0.69,0.69,0.68,0.815,,,,,,1.663,1.689,1.494,1.903,1.578,2.144,2.269,2.192,2.747,2.313,,,,,0.3429,0.3121,0.3389,43.4,6.51,49.91,14.88,2.03,16.91,,,,,,,,,,
