"","m.pts.Id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","scene"
"1",2,0.453088926055185,0.45362668694026,0.453264383970753,0.454624259673006,0.454380085242964,0.453938547905894,0.45363004890663,0.452958661532972,0.451551072054378,0.450192372136753,0.449714944922929,0.449780625309094,0.450306284250984,0.450899604179883,0.451171239256787,0.451061394939119,0.451062393476511,0.451083679535251,0.450879819048817,0.45051473870681,0.450371581253925,0.449770699609317,0.449413044600714,0.449087457246706,0.448642382357689,0.447930669127932,0.447254493651652,0.446867827670165,0.446840642787756,0.446665811582492,0.446580794329109,0.446136580113237,0.445940479142531,0.445756522670762,0.445459047312919,0.445244813749029,0.445104083009117,0.445162098648514,0.445028441534237,0.444909880344001,0.444613695897568,0.444519622911227,0.444664739120908,0.444777432382353,0.444854312930635,0.444896273873238,"x20180604"
"2",3,0.451573947077674,0.449597644217214,0.448970668643589,0.448961465887038,0.448204427499357,0.449226161128715,0.450389503595542,0.449569157276294,0.449234246865298,0.448553285466256,0.447827757574105,0.447157179163054,0.446621602104609,0.446687539030645,0.446884087309824,0.446961201822476,0.446982098060608,0.446733968130834,0.446686649034192,0.446841312110705,0.44715785898074,0.447472557306207,0.447774065519658,0.448217692681564,0.448556512242148,0.449122600054769,0.449219762792268,0.449375894357705,0.449399631537153,0.449396862907972,0.449318933812846,0.449498590251342,0.449666282260887,0.449740156643604,0.449806036983869,0.449922844517028,0.450058760131754,0.450157427491338,0.450252904613691,0.45050963592388,0.450584836475685,0.450504062582788,0.450316419473634,0.450297407862728,0.450240870539643,0.450121189957144,"x20180604"
"3",1,0.42819340766699,0.427528530198425,0.428517483024869,0.429017520186208,0.429172099906163,0.428710451378563,0.427768454991035,0.427159606092553,0.4274179842328,0.428652109815157,0.42933524696827,0.429302481913652,0.429853170521246,0.430841789207654,0.43210127055955,0.433450678051701,0.43388587721463,0.433969816715282,0.434303070906445,0.434633499878715,0.434943217567812,0.435455942892739,0.435773317211982,0.435734705317342,0.435915049277214,0.43619878750922,0.436420906364842,0.437081298921421,0.437664644048265,0.438069527298961,0.438296764289394,0.438524351517457,0.438765553874728,0.438998023603757,0.439035256870438,0.439185994343749,0.43954810990696,0.439657178844159,0.439453481642877,0.439246945246181,0.439405559441494,0.439534736073469,0.439506696822003,0.439486465926488,0.439584183298108,0.439786078454425,"x20180604"
"4",7,0.449087531462094,0.452647319193686,0.452996098873774,0.453638988780745,0.456668358369743,0.458047728874768,0.459265359503107,0.461445578413429,0.463844458895119,0.46475261053361,0.464227268725901,0.464610763135361,0.464431774850991,0.464336472849521,0.464446292231555,0.464474440306234,0.464466796802393,0.464495127338384,0.464672678390596,0.464689594267309,0.464812323494782,0.465173260561137,0.465279887315275,0.465136451089703,0.464466243290179,0.463384659667252,0.462550504929297,0.461715699543462,0.461302739730862,0.461004156054698,0.460548629689216,0.460051898885263,0.459621254771963,0.459139700379852,0.458920255782356,0.458499086094907,0.458221152359276,0.457869948180167,0.457442671738575,0.457016889796042,0.456806475411217,0.456620394245503,0.456637793643768,0.456544761419364,0.456437481634816,0.456239737730363,"x20180604"
"5",8,0.443817165952882,0.440961331405444,0.439041515769778,0.437287122259982,0.437237326640176,0.438480420728702,0.440315619214822,0.441550069976851,0.443328777495164,0.444071038680245,0.444016010594419,0.444913697323577,0.445095202259179,0.445192614850114,0.445792506059296,0.445526850531575,0.444968318113499,0.444581306500853,0.444582668110099,0.444832229993515,0.445019994873069,0.445404406993503,0.44551418433007,0.445607180992617,0.445661922958371,0.446007987028181,0.446634817267351,0.446849248686859,0.447109693207912,0.447474112422093,0.447678217591458,0.447743286129574,0.44779499127483,0.447847268121115,0.447930151722434,0.448194716641304,0.448630416785088,0.448924292965256,0.449170166936251,0.449467890637308,0.449855706726856,0.450097807877847,0.450173613281742,0.450169709368963,0.45008620565518,0.449951157939961,"x20180604"
"6",6,0.473833782318292,0.475894251857421,0.4768309364196,0.474694279970009,0.472981270393054,0.471391894250033,0.46908095312646,0.467188358589417,0.466232019261253,0.465125304248439,0.464104556569497,0.464625891352919,0.465372677073565,0.465287090186536,0.464792453064826,0.463633506089643,0.462262283827377,0.461332507748757,0.460890852882846,0.461060187602482,0.461213499707499,0.460678042291999,0.460026785190126,0.459469838111348,0.459033679998222,0.458940089534985,0.458776086209243,0.4585878468954,0.458187021838094,0.457577216477372,0.456997852804725,0.456510559888265,0.456041201204563,0.455749828674933,0.455690821159364,0.455438762210981,0.455325740037727,0.455271809140576,0.454949333785268,0.454647715813132,0.454335201684763,0.454120287336125,0.45408810547359,0.453960293283929,0.453860912208701,0.453748067993873,"x20180604"
"7",4,0.458120889940815,0.457534280744689,0.458680089088109,0.45873122291289,0.458883609206541,0.458002385819235,0.456868452056793,0.45438661807008,0.451863860256376,0.450382988483301,0.449253556055758,0.448486078920513,0.447493711739467,0.446311389752548,0.445543424660552,0.445423887631721,0.445196287633798,0.445679896243947,0.446747946327102,0.447159808653934,0.447042703338199,0.446627177994144,0.446287210373502,0.446308353319375,0.446795378187535,0.446870656342459,0.446890650131408,0.447001874715433,0.447231899990896,0.447430615649105,0.447656922028634,0.447992383889618,0.44823261925747,0.448445618935099,0.448657996144101,0.448771151018539,0.448757869960605,0.449015792017869,0.449209321036591,0.449253488248125,0.44932501851794,0.449377585297,0.449429938565669,0.449448848307389,0.449578364580232,0.449547013047081,"x20180604"
"8",5,0.452422408589783,0.458001416195149,0.462405386076904,0.46451955895853,0.464656652197814,0.463199477137098,0.461914442947972,0.461407657838244,0.46180379471748,0.461674566597671,0.46175375239231,0.462657641168493,0.463135540838382,0.463489362274693,0.463727808811473,0.462808020657996,0.462020566504221,0.461432145800359,0.460825372947435,0.460432945704089,0.460173591951297,0.459969869595782,0.460178528752982,0.460187332895605,0.460277644861247,0.460534727762205,0.460677606393699,0.460540891464092,0.46006988720077,0.45974639434853,0.459541801879627,0.459386830334548,0.459174770709598,0.459047354207434,0.458837829359833,0.458559754295594,0.458367239416449,0.458290113169575,0.458430363743725,0.458236325761296,0.457831858355914,0.457526989209849,0.457162541730692,0.45691825277579,0.45678617843958,0.456397000441952,"x20180604"
"9",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"10",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"11",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"12",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"13",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"14",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"15",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"16",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
"17",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180604"
