"","m.pts.Id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","scene"
"1",2,0.34286255951536,0.342685851115062,0.343183803949332,0.343507451309245,0.343707244147282,0.343861704698312,0.344178130756747,0.344120508585705,0.344606700583211,0.345365468891302,0.346247616802692,0.34725259707719,0.34823012908723,0.348952665642642,0.349551493699551,0.350057661024053,0.350533348360821,0.351160855137124,0.351863542066563,0.3524951598234,0.353086288238908,0.353471378507527,0.353742052529248,0.353895517973019,0.353869002545139,0.353746968111362,0.353684774309375,0.353692499795121,0.353714655963028,0.35358534862946,0.353403126994023,0.353289308904636,0.353176029841853,0.353072108277759,0.353021377592107,0.352998163138118,0.352919575034947,0.352782166326662,0.352615927915538,0.352452695245666,0.352299135708329,0.352143704471381,0.351977615885375,0.35180507597117,0.351670850218857,0.35155873121689,"x20180426"
"2",3,0.335367916495279,0.33612680573659,0.336319425289178,0.336780548404151,0.337029793478737,0.337451104503853,0.338190059828648,0.33853301364408,0.33874248867932,0.338943967970921,0.339117184901989,0.339285416545995,0.339512861175274,0.339896407053408,0.340219178628265,0.340322132381177,0.3404792346288,0.340672608378784,0.34096167376568,0.341257092977671,0.341443868511668,0.341540123848519,0.341674432937657,0.341817534597365,0.341961356512996,0.342080736133769,0.342215424953508,0.342360616031382,0.342472790450635,0.342622877032349,0.342807475174311,0.343035227542552,0.343242921193403,0.343446614904325,0.343735478389373,0.344044638772846,0.344392617607934,0.344697408624641,0.344961622206616,0.345261142826431,0.345555779660488,0.345849974770117,0.346184513134665,0.346540937327543,0.346887644755623,0.347170046804287,"x20180426"
"3",1,0.373829233945934,0.373917782041276,0.372874370556884,0.37196683373973,0.371798453863835,0.371675586543122,0.37110087009568,0.370416674654625,0.369678746098759,0.369494820251064,0.369199439195261,0.368763604589122,0.368500073092751,0.368677156464547,0.36850110256117,0.36861810467128,0.368690705675314,0.368619269667,0.368234930488075,0.367738241784868,0.367462260741318,0.36702100244106,0.366693459833536,0.366412056891088,0.366248007927823,0.366167108717395,0.365985513585092,0.365699244535045,0.36539718086078,0.365126303856122,0.36489361536604,0.364689978812174,0.364511084158738,0.364300222044956,0.364058567669761,0.363779559452103,0.363482493386318,0.363137759111771,0.362797880154667,0.362444565172855,0.362088448059996,0.36174425043155,0.361443719602225,0.361213187860821,0.360995107726647,0.360738255648993,"x20180426"
"4",7,0.365426207882544,0.368165385640453,0.370349426171228,0.371372872768738,0.370688569305044,0.369859552344391,0.369154345884009,0.369151366275639,0.369279547574097,0.368961516278061,0.368595933503573,0.368468727031619,0.368341403090832,0.368235738026905,0.368131832991074,0.368154021429358,0.367946928741051,0.367430106234398,0.366975564182533,0.36657683788231,0.366216164109381,0.365903211965055,0.365636687693377,0.365340885127728,0.365250965519443,0.365553711663218,0.365920188222317,0.365916876870849,0.365838714008503,0.365823005309848,0.365635793306405,0.365252631255895,0.364807756839763,0.364364808337457,0.364020040280565,0.363787951665651,0.363552343532628,0.363297764095065,0.363099065593139,0.362981805709666,0.362937981612125,0.362812316841272,0.362657812478571,0.362442286586949,0.362211065642591,0.361970361917611,"x20180426"
"5",8,0.390886613435706,0.383652856640873,0.37676717733809,0.370961750393622,0.367548893333142,0.36550807220231,0.364191121544124,0.363471534884985,0.362890525718056,0.362158786620856,0.361429607788714,0.360911466148532,0.360535559051604,0.360127846041625,0.359547946442128,0.359015436816621,0.358777794834831,0.358761502289923,0.358917267013556,0.358942010488957,0.35873390742204,0.358373126345505,0.358030319529838,0.357655801676607,0.357331460286938,0.356967367660477,0.356662306084434,0.356492187515131,0.356466693952869,0.356488068552322,0.356534389429204,0.356553204271343,0.356596172987903,0.3565709946576,0.356543675762679,0.356526547012361,0.356601399708891,0.356742657074313,0.356944976105685,0.357214538526936,0.357441644911748,0.357569483082961,0.357594837110673,0.357582203206891,0.357618498967219,0.357615212995493,"x20180426"
"6",6,0.336911424467882,0.33831392480458,0.339328177495701,0.340299692505456,0.34136132009508,0.342507881236945,0.343573886334411,0.345168757437871,0.346244857973102,0.347129110898367,0.348066190147977,0.349527087462772,0.351211916711348,0.352658022352221,0.353454360519723,0.353882790748845,0.354169434019559,0.35426494504941,0.354306104186507,0.354571733556356,0.355068495067683,0.355811412207427,0.356717176646994,0.357523297663876,0.35805576340772,0.358501476136956,0.358847484377061,0.359133863801347,0.359365568768222,0.359490894000781,0.359621744210038,0.359743857026237,0.359894092468651,0.360018993278098,0.360198948977508,0.360423272400846,0.360573594755225,0.360791333391737,0.360987811499548,0.36111699188978,0.36121799812126,0.361304770313863,0.361406190964289,0.361474600775608,0.361536680769505,0.361710079337667,"x20180426"
"7",4,0.38865351115458,0.385934260085473,0.382978918954096,0.380707102726849,0.379147078812399,0.377447998657129,0.375162803050541,0.372914124820844,0.370938794358885,0.369405981071678,0.368186776021557,0.367610163578747,0.367373680618676,0.367307049522214,0.367502591783786,0.36775178260545,0.36815627782377,0.368257032908865,0.368082863860401,0.367997255860212,0.368341670172483,0.368679786756502,0.368731475774273,0.368453615549805,0.367970881427554,0.367392856942476,0.366861401629029,0.366330331946238,0.365697710026613,0.365136816944447,0.364791614087321,0.364499240664186,0.364154273802054,0.363701765373372,0.363170400412212,0.362591837412624,0.362029103553587,0.361466716286107,0.360904380511852,0.360398386267941,0.359882272000997,0.359448085278097,0.359123969810278,0.358817791628499,0.358510175612651,0.358255926977719,"x20180426"
"8",5,0.361642374374603,0.360021937206942,0.359565605501866,0.360012704022348,0.361190931669738,0.36191494156394,0.361820314379606,0.361294069250625,0.360368053048318,0.35916600297087,0.3580688508301,0.35770353895372,0.357857161442338,0.358033867622659,0.357978044346215,0.357670718635526,0.357636825297297,0.357664422230023,0.357715824957109,0.35769739938524,0.357778327471747,0.357774154553402,0.357844074124176,0.358091666124742,0.358228317599238,0.358303984789928,0.358362128205438,0.358379775290694,0.358384231998367,0.358441318359721,0.358494355158775,0.358626213290785,0.358661943153162,0.358675217073203,0.358743534285908,0.358835665755639,0.358947961054519,0.35902952915475,0.359028717316676,0.358972203618554,0.358802531388563,0.358605002889063,0.35849278774578,0.358403884362918,0.358321481559006,0.358294699691928,"x20180426"
"9",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180426"
"10",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x20180426"
